transaction_id,customer_id,device_id,merchant_id,timestamp,amount,payment_method,is_international,merchant_category,ip_address_risk_score,device_trust_score,txn_count_last_24h,avg_amount_last_24h,merchant_diversity_last_7d,device_change_flag,location_change_flag,authentication_method,otp_success_rate_customer,past_fraud_count_customer,past_disputes_customer,merchant_historical_fraud_rate,hour_of_day,day_of_week,is_weekend,is_fraud,historical_fraud_rate,velocity_24h,velocity_1h,velocity_7d,customer_tenure_days,location_risk_score,transaction_success_rate_customer,ip_address_country_match,previous_chargeback_count,time_of_day,amount_deviation,device_customer_sharing,velocity_ratio_1h_24h,velocity_ratio_24h_7d,combined_risk_index,pred_prob
33790,1300,21850,599,2024-03-13 00:20:00,11072.28,NETBANKING,1,Grocery,0.2338644826608631,0.8646417974786986,5,11895.95,1,0,0,PIN,0.5418700330571927,1,2,0.094208628,0,2,0,0,0.75,5,1,15,0,0,0.5418700330571927,1,2,0,2897.960000000001,4,0.1999600079984003,0.33331111259249385,0.26607271090251927,0.165075327865918
36837,2463,21971,794,2024-03-13 00:22:00,16895.48,CARD,0,Gaming,0.9111057473477092,0.8787969560436905,3,398.95,5,0,0,OTP,0.7747103024423494,2,2,0.001499163,0,2,0,0,0.8,3,0,9,0,0,0.7747103024423494,1,2,0,4637.1883333333335,5,0.0,0.33329630041106545,0.45787216559557464,0.3347668427679475
9870,3524,20994,641,2024-03-13 00:26:00,1885.21,NETBANKING,0,Electronics,0.7124044194679107,0.1960437888771405,0,6067.02,4,0,0,OTP,0.9096439096681403,1,3,0.041961957,0,2,0,0,0.8,0,0,0,0,0,0.9096439096681403,1,3,0,-12281.181999999997,5,0.0,0.0,0.5429049594649452,0.36050395557891685
13954,4282,26477,707,2024-03-13 00:30:00,10465.52,CARD,0,Fashion,0.3068608544649861,0.2426893689694844,4,6039.75,2,0,0,NONE,0.4936472379149262,1,4,0.004480831,0,2,0,0,0.8333333333333334,4,1,12,0,0,0.4936472379149262,1,4,0,1090.8855555555565,7,0.2499375156210947,0.3333055578701775,0.4110832154122656,0.2399195015262187
39220,1760,24665,628,2024-03-13 00:45:00,19030.04,UPI,0,Fashion,0.8636026261003497,0.0279294829802005,8,5314.04,3,0,0,OTP,0.5939171409705901,0,3,0.003437876,0,2,0,1,0.75,8,1,24,0,0,0.5939171409705901,1,3,0,6154.406666666668,8,0.1249843769528809,0.333319445023124,0.6041824664340648,0.35882994096690235
13807,4357,29070,621,2024-03-13 00:48:00,2542.13,WALLET,0,Utilities,0.043201506,0.6336502748313957,3,7022.19,10,0,0,OTP,0.6253569967278431,2,1,0.050029842,0,2,0,0,0.75,3,0,9,0,0,0.6253569967278431,1,1,0,-6473.615714285715,5,0.0,0.33329630041106545,0.2462363652337209,0.15535400190203852
13819,3644,28073,622,2024-03-13 00:52:00,2539.07,CARD,0,Fashion,0.135609221733112,0.2050334483107684,11,10382.83,8,0,0,OTP,0.8749288384019238,0,3,0.0147777326513415,0,2,0,0,0.75,11,2,33,0,0,0.8749288384019238,1,3,0,-7043.234444444446,3,0.181801654395055,0.3333232326293143,0.35263162338804827,0.1673614376592935
4435,3337,20271,513,2024-03-13 00:53:00,14474.19,UPI,0,Fashion,0.5129991239818701,0.7938554142259445,10,9055.08,11,0,0,3DS,0.4133298966170187,1,2,0.0127830215760544,0,2,0,0,0.75,10,2,30,0,0,0.4133298966170187,1,2,0,4293.966666666667,9,0.19998000199980004,0.3333222225925802,0.347685258664583,0.312442541986013
35517,4935,21227,698,2024-03-13 00:53:00,16087.89,UPI,0,Fashion,0.6190258046206757,0.064590137,11,7898.17,6,0,0,OTP,0.9738341541396454,1,3,0.1106769448362364,0,2,0,0,0.8,11,2,33,0,0,0.9738341541396454,1,3,0,5220.251818181818,5,0.181801654395055,0.3333232326293143,0.5549251029534501,0.3769312377434288
36184,3521,28442,520,2024-03-13 00:59:00,6020.8,CARD,0,Fashion,0.2888250231188213,0.0155132463293993,11,7181.39,11,0,0,OTP,0.4191818449621621,2,1,0.025480049,0,2,0,0,0.75,11,2,33,0,0,0.4191818449621621,1,1,0,-7897.664999999998,7,0.181801654395055,0.3333232326293143,0.4386408674697666,0.25381850907823333
20960,4584,21259,551,2024-03-13 01:02:00,17975.46,UPI,0,Fashion,0.2606347470537189,0.8416350278528918,6,4222.35,7,0,0,OTP,0.4726145489071451,0,2,0.1321065009823969,1,2,0,0,0.6666666666666666,6,1,18,0,0,0.4726145489071451,1,2,1,7926.771666666666,3,0.16663889351774702,0.3333148158435642,0.26961805207535,0.2662895897863509
46861,4930,29041,709,2024-03-13 01:02:00,6772.74,UPI,0,Gaming,0.8679718377264473,0.6320921540029506,5,10889.88,1,0,0,OTP,0.7628323619828583,1,2,0.0173816973108059,1,2,0,0,0.75,5,1,15,0,0,0.7628323619828583,1,2,1,-1768.4099999999999,7,0.1999600079984003,0.33331111259249385,0.4874494599795053,0.4415990359342004
49458,3363,29909,618,2024-03-13 01:03:00,8772.94,UPI,0,Fashion,0.1131509618056157,0.022523954,6,5523.01,4,1,0,OTP,0.5402054188684606,0,4,0.1082431514516366,1,2,0,1,0.8,6,1,18,0,0,0.5402054188684606,1,4,1,-3147.949999999999,3,0.16663889351774702,0.3333148158435642,0.4110891280320121,0.2550936938616
25639,4681,24784,770,2024-03-13 01:03:00,17629.28,UPI,0,Travel,0.093582542,0.6485390849384668,10,7545.55,1,0,0,OTP,0.8455919181889464,1,4,0.1188895140345607,1,2,0,0,0.8333333333333334,10,2,30,0,0,0.8455919181889464,1,4,1,7396.467999999999,7,0.19998000199980004,0.3333222225925802,0.2888115150858855,0.2277928123380982
3491,1431,21803,706,2024-03-13 01:05:00,18415.65,UPI,0,Grocery,0.222952355720578,0.092934791,0,1398.58,10,0,0,PIN,0.8659404421877013,0,4,0.092449747,1,2,0,0,0.8,0,0,0,0,0,0.8659404421877013,1,4,1,4348.363636363638,7,0.0,0.0,0.4267886979161734,0.2754929134664955
37926,4076,27246,518,2024-03-13 01:07:00,2031.37,UPI,0,Grocery,0.8775592279407786,0.783231605,5,3497.97,6,0,0,OTP,0.9616139833252004,0,2,0.09670256,1,2,0,0,0.6666666666666666,5,1,15,0,0,0.9616139833252004,1,2,1,-7392.338333333334,2,0.1999600079984003,0.33331111259249385,0.4592952927155668,0.43947731791739336
30200,1878,28309,607,2024-03-13 01:09:00,11943.02,UPI,0,Electronics,0.349513197,0.7697493722824739,9,341.84,5,0,0,OTP,0.9197318468360114,0,1,0.1479987696805027,1,2,0,0,0.5,9,2,27,0,0,0.9197318468360114,1,1,1,3498.3369999999995,5,0.22219753360737698,0.3333209881115514,0.28050383857960576,0.2885681201834538
5978,1641,28182,772,2024-03-13 01:09:00,10979.26,NETBANKING,0,Utilities,0.9851365264893832,0.9584551282111328,4,4700.04,5,0,0,3DS,0.9998762169634656,2,2,0.033640456,1,2,0,0,0.8,4,1,12,0,0,0.9998762169634656,1,2,1,851.1553846153856,2,0.2499375156210947,0.3333055578701775,0.47057802350458844,0.3432808159638999
20404,4077,27316,672,2024-03-13 01:10:00,17109.46,UPI,0,Grocery,0.692073372,0.8140669486098843,8,3801.55,1,0,0,OTP,0.8462165002872437,1,3,0.1060762607573258,1,2,0,1,0.8,8,1,24,0,0,0.8462165002872437,1,3,1,8801.342727272728,9,0.1249843769528809,0.333319445023124,0.42602387402948827,0.38887221006607264
47891,2821,24512,744,2024-03-13 01:15:00,14602.0,CARD,0,Fashion,0.0233212148676018,0.8483839128371857,3,13347.8,4,0,0,PIN,0.5888543016310611,1,4,0.009165975,1,2,0,0,0.8333333333333334,3,0,9,0,0,0.5888543016310611,1,4,1,3347.790000000001,7,0.0,0.33329630041106545,0.2058194435595101,0.1510368235453056
16252,2424,24581,706,2024-03-13 01:17:00,12319.24,CARD,0,Utilities,0.6085808459086752,0.422778492,10,12705.65,5,0,0,PIN,0.8770047673676769,2,0,0.084066243,1,2,0,0,0.6666666666666666,10,2,30,0,0,0.8770047673676769,1,0,1,-589.5249999999996,5,0.19998000199980004,0.3333222225925802,0.4481651373059359,0.3458956108951351
16475,2287,22391,760,2024-03-13 01:20:00,2634.23,CARD,0,Utilities,0.6133581293878744,0.8293333884961931,4,11219.81,1,0,0,OTP,0.6993705380338713,0,1,0.079745731,1,2,0,0,0.5,4,1,12,0,0,0.6993705380338713,1,1,1,-5098.299230769231,2,0.2499375156210947,0.3333055578701775,0.3340899073171237,0.28682755010076644
33578,3974,22598,596,2024-03-13 01:23:00,9051.59,WALLET,0,Grocery,0.517447211,0.8417393894099342,7,5683.16,8,0,0,OTP,0.8663051194605713,2,3,0.080399439,1,2,0,0,0.8333333333333334,7,1,21,0,0,0.8663051194605713,1,3,1,1539.295,4,0.142836737608913,0.3333174610732822,0.3696328398846799,0.24141931406156816
26848,3106,29132,690,2024-03-13 01:24:00,16330.24,CARD,0,Utilities,0.4510508177375089,0.803708568,9,8329.21,8,0,0,NONE,0.9741522948988524,0,3,0.1335794006192111,1,2,0,0,0.75,9,2,27,0,0,0.9741522948988524,1,3,1,7338.538571428571,6,0.22219753360737698,0.3333209881115514,0.35128941184509493,0.3152296057368664
39205,2340,21657,700,2024-03-13 01:26:00,5278.0,WALLET,0,Gaming,0.5601045826706977,0.5038611266596583,9,13024.55,3,0,0,OTP,0.6389569294304032,2,1,0.0159500670729092,1,2,0,0,0.75,9,2,27,0,0,0.6389569294304032,1,1,1,-8842.158000000001,6,0.22219753360737698,0.3333209881115514,0.42044916288385953,0.2920679458658153
9998,2412,29728,757,2024-03-13 01:28:00,2021.43,WALLET,0,Fashion,0.9116163307225746,0.8338485243687279,3,11948.33,1,0,0,3DS,0.9289225162433388,2,0,0.003338721,1,2,0,0,0.6666666666666666,3,0,9,0,0,0.9289225162433388,1,0,1,-8134.345833333333,8,0.0,0.33329630041106545,0.44071627187636014,0.24996954748069095
16744,3195,23579,577,2024-03-13 01:28:00,8443.33,CARD,0,Travel,0.7716865495899169,0.5083850957713518,7,11134.28,3,0,0,3DS,0.8165054042271847,1,4,0.025792629,1,2,0,0,0.8333333333333334,7,1,21,0,0,0.8165054042271847,1,4,1,-1172.9453846153847,2,0.142836737608913,0.3333174610732822,0.5016541381893714,0.24072785699284865
5590,4386,22202,548,2024-03-13 01:33:00,3780.12,UPI,0,Grocery,0.6448961981045728,0.2924250990255281,7,7609.28,3,0,0,OTP,0.75524239,1,2,0.003340474,1,2,0,0,0.75,7,1,21,0,0,0.75524239,1,2,1,-7065.065,5,0.142836737608913,0.3333174610732822,0.48565193442626625,0.3667058394232912
13676,3544,28843,549,2024-03-13 01:37:00,5844.43,UPI,0,Utilities,0.083969776,0.2465334698542995,6,14312.87,6,0,0,PIN,0.7169311434369298,2,2,0.1449715370879661,1,2,0,0,0.8,6,1,18,0,0,0.7169311434369298,1,2,1,-337.3899999999994,3,0.16663889351774702,0.3333148158435642,0.3648785462467334,0.31112258699773776
23028,1492,22970,746,2024-03-13 01:37:00,2587.18,UPI,0,Fashion,0.0315334869245542,0.1328768039085601,10,3445.04,4,0,0,OTP,0.9739898803796564,1,3,0.1392570069504248,1,2,0,0,0.8,10,2,30,0,0,0.9739898803796564,1,3,1,-9133.328333333333,4,0.19998000199980004,0.3333222225925802,0.37073608668573926,0.22646785795856136
25287,3419,28794,503,2024-03-13 01:37:00,5911.04,NETBANKING,0,Grocery,0.413687443484229,0.486196271,1,3739.86,11,0,0,OTP,0.7601495529290632,1,4,0.1029662465649927,1,2,0,0,0.8333333333333334,1,0,3,0,0,0.7601495529290632,1,4,1,-4765.926363636364,3,0.0,0.33322225924691773,0.4141268948249339,0.23894352567859628
24126,3801,28596,587,2024-03-13 01:43:00,16824.21,NETBANKING,0,Fashion,0.04031718,0.3899082317733251,8,1229.94,10,0,0,OTP,0.7804777288481162,2,3,0.074407706,1,2,0,0,0.8333333333333334,8,1,24,0,0,0.7804777288481162,1,3,1,7749.318333333331,8,0.1249843769528809,0.333319445023124,0.3156617155120017,0.1237654018961876
7270,3356,27706,663,2024-03-13 01:44:00,14534.89,UPI,0,Electronics,0.7016890194668303,0.6328220981686576,8,1473.4,4,0,0,NONE,0.4483501472874587,0,2,0.0233120803291385,1,2,0,0,0.6666666666666666,8,1,24,0,0,0.4483501472874587,1,2,1,5802.108333333332,4,0.1249843769528809,0.333319445023124,0.42193803560547855,0.40007948309183505
39063,2356,29376,756,2024-03-13 01:44:00,15819.41,UPI,0,Gaming,0.9311099077920352,0.4536633563105307,3,11166.56,11,0,0,PIN,0.8921257829579198,0,4,0.0385989519556112,1,2,0,0,0.8,3,0,9,0,0,0.8921257829579198,1,4,1,8441.725714285716,5,0.0,0.33329630041106545,0.5563200914666268,0.4351354393116188
31682,3131,25911,776,2024-03-13 01:45:00,10036.35,CARD,0,Electronics,0.6579509666933682,0.8962364363728774,2,3436.75,11,0,0,OTP,0.4255827229737599,0,3,0.0237065129304153,1,2,0,0,0.75,2,0,6,0,0,0.4255827229737599,1,3,1,2317.681428571429,3,0.0,0.33327778703549404,0.3728793053195181,0.3159509927526236
46701,1149,22944,510,2024-03-13 01:45:00,1023.46,UPI,0,Travel,0.1359078701865946,0.069151074,3,10990.93,10,0,0,NONE,0.7270887790277027,0,1,0.067753173,1,2,0,0,0.5,3,0,9,0,0,0.7270887790277027,1,1,1,-9546.141666666666,3,0.0,0.33329630041106545,0.3404927808559784,0.23187794144339205
33558,3066,23912,693,2024-03-13 01:49:00,2736.8,UPI,0,Electronics,0.3764589377990387,0.4560877646578433,5,9326.58,10,0,0,PIN,0.4478051755851653,0,0,0.070155613,1,2,0,0,0.0,5,1,15,0,0,0.4478051755851653,1,0,1,-13023.98,4,0.1999600079984003,0.33331111259249385,0.23575125100814295,0.2951858377997523
12164,1132,25340,753,2024-03-13 01:50:00,6423.19,NETBANKING,0,Grocery,0.6180348079782231,0.8103516674056676,0,12257.17,4,0,0,NONE,0.4480007635514873,2,4,0.1478060504145181,1,2,0,0,0.8571428571428571,0,0,0,0,0,0.4480007635514873,1,4,1,-2326.742857142858,9,0.0,0.0,0.4243298904238085,0.2693771166819948
38738,4513,29243,708,2024-03-13 01:50:00,19719.86,CARD,0,Electronics,0.4758256741063039,0.2502253961303763,8,5801.49,10,0,1,OTP,0.5230258548504669,1,2,0.1406819071126557,1,2,0,0,0.75,8,1,24,0,1,0.5230258548504669,1,2,1,9057.950666666668,7,0.1249843769528809,0.333319445023124,0.5708390044283471,0.42685060453697926
38103,4080,28631,715,2024-03-13 01:50:00,12505.48,UPI,0,Grocery,0.9894263880720054,0.7336410033732764,11,2635.18,11,0,0,PIN,0.6234538641327055,0,2,0.0401139492953298,1,2,0,0,0.6666666666666666,11,2,33,0,0,0.6234538641327055,1,2,1,4849.962499999999,6,0.181801654395055,0.3333232326293143,0.4914558389393456,0.42859232811053444
46427,1092,27708,606,2024-03-13 01:50:00,17198.27,UPI,0,Grocery,0.5291736377587575,0.7973054071619309,6,9115.56,5,0,1,OTP,0.9334495251565824,0,4,0.092806885,1,2,0,0,0.8,6,1,18,0,1,0.9334495251565824,1,4,1,5746.544,5,0.16663889351774702,0.3333148158435642,0.4778523868952411,0.5180194291084352
3340,4469,23370,735,2024-03-13 01:52:00,13470.44,UPI,0,Grocery,0.942600394,0.3178345458507492,3,5341.69,7,0,0,OTP,0.4348859791500575,0,2,0.125814190216523,1,2,0,0,0.6666666666666666,3,0,9,0,0,0.4348859791500575,1,2,1,990.0188888888879,3,0.0,0.33329630041106545,0.577709380406488,0.41680143532935515
42424,1850,25264,522,2024-03-13 02:00:00,15680.93,CARD,0,Fashion,0.6716674559502259,0.1195246909891817,0,6432.39,7,0,0,OTP,0.7818098315751274,0,2,0.048119764,2,2,0,1,0.6666666666666666,0,0,0,0,0,0.7818098315751274,1,2,2,2362.772499999999,3,0.0,0.0,0.5205525847205648,0.3790334525190641
2405,2535,25137,693,2024-03-13 02:01:00,272.59,CARD,0,Fashion,0.7859707131638647,0.061800542,2,7419.94,4,0,0,3DS,0.5978388930758665,1,3,0.004633162,2,2,0,0,0.8,2,0,6,0,0,0.5978388930758665,1,3,2,-10276.78,5,0.0,0.33327778703549404,0.5843577379491595,0.36288541086895165
15363,3639,29451,776,2024-03-13 02:02:00,19673.09,UPI,0,Gaming,0.041510102,0.4346059593334745,5,3085.72,11,0,0,NONE,0.8643784278619391,0,1,0.0468400471942328,2,2,0,0,0.5,5,1,15,0,0,0.8643784278619391,1,1,2,11302.238000000001,4,0.1999600079984003,0.33331111259249385,0.23489984817215165,0.2540785353210894
21576,1548,29425,680,2024-03-13 02:06:00,16168.92,WALLET,0,Fashion,0.034259973,0.6026456188593071,4,524.76,1,0,0,OTP,0.544448081,2,3,0.042815852,2,2,0,0,0.8333333333333334,4,1,12,0,0,0.544448081,1,3,2,7487.939230769231,5,0.2499375156210947,0.3333055578701775,0.26497870519480526,0.1191057902554116
33856,2075,27340,695,2024-03-13 02:07:00,16742.34,NETBANKING,0,Electronics,0.6200921479489885,0.4944981103196618,8,14695.62,4,0,0,3DS,0.6583979957823715,1,4,0.0296361645008454,2,2,0,0,0.8333333333333334,8,1,24,0,0,0.6583979957823715,1,4,2,5328.943846153847,3,0.1249843769528809,0.333319445023124,0.4597219218875999,0.32146709244938504
30323,4564,21678,508,2024-03-13 02:15:00,7738.55,CARD,0,Utilities,0.6180983103058094,0.7051592481711373,2,8393.55,1,0,0,OTP,0.5919951730056148,1,4,0.070092869,2,2,0,0,0.8333333333333334,2,0,6,0,0,0.5919951730056148,1,4,2,-2390.6442857142856,5,0.0,0.33327778703549404,0.42508288392418203,0.35019898928968546
34679,4189,22296,519,2024-03-13 02:17:00,2050.65,CARD,0,Gaming,0.1414549260314105,0.528922693,6,2915.0,6,0,0,OTP,0.6300789585256413,1,3,0.037451915,2,2,0,0,0.8,6,1,18,0,0,0.6300789585256413,1,3,2,-7010.67,4,0.16663889351774702,0.3333148158435642,0.30414232220942317,0.23551882807374572
1301,4038,25993,746,2024-03-13 02:21:00,9833.38,UPI,0,Electronics,0.1137720086210283,0.3750391377966466,6,3324.13,11,0,1,NONE,0.9621135038341394,1,3,0.075047751,2,2,0,0,0.8,6,1,18,0,1,0.9621135038341394,1,3,2,1541.789999999999,4,0.16663889351774702,0.3333148158435642,0.4341333252269792,0.5261202696022158
42903,2459,20704,569,2024-03-13 02:21:00,16115.35,UPI,0,Electronics,0.1376338888872739,0.6219463211988804,6,3390.47,7,0,0,3DS,0.5834677395896304,1,2,0.000749536,2,2,0,0,0.75,6,1,18,0,0,0.5834677395896304,1,2,2,7433.589090909092,5,0.16663889351774702,0.3333148158435642,0.26705080962640615,0.2387372686995278
25395,2337,25737,598,2024-03-13 02:29:00,9137.99,UPI,0,Fashion,0.1357947676696359,0.6182612711022637,5,5289.12,7,0,0,OTP,0.6324439308901875,2,2,0.086786837,2,2,0,0,0.8,5,1,15,0,0,0.6324439308901875,1,2,2,2460.4612499999994,8,0.1999600079984003,0.33331111259249385,0.29444354348043805,0.25562359776403093
11118,3681,22105,775,2024-03-13 02:29:00,12116.59,NETBANKING,1,Gaming,0.4994086439653887,0.3808296741133883,0,11466.03,10,0,0,OTP,0.4307667209008546,0,3,0.070547944,2,2,0,0,0.75,0,0,0,0,0,0.4307667209008546,1,3,2,2327.2511111111107,7,0.0,0.0,0.437766247166939,0.37139775255693
21160,1347,29656,776,2024-03-13 02:31:00,7492.27,CARD,0,Electronics,0.7473616433897613,0.845741035,7,2943.63,2,0,0,PIN,0.4074997011894415,0,0,0.1277464132642004,2,2,0,0,0.0,7,1,21,0,0,0.4074997011894415,1,0,2,-899.4445454545457,4,0.142836737608913,0.3333174610732822,0.28060956866976844,0.3055674237408505
19770,1901,27005,628,2024-03-13 02:31:00,8433.18,UPI,0,Grocery,0.9787444541017816,0.1499789248987894,2,10526.96,9,0,0,OTP,0.6191912938482655,1,2,0.1397469580713857,2,2,0,0,0.75,2,0,6,0,0,0.6191912938482655,1,2,2,-4113.623076923077,5,0.0,0.33327778703549404,0.6415769428650537,0.4133776691132768
31689,3382,29455,607,2024-03-13 02:33:00,4139.14,UPI,0,Travel,0.9864423554528298,0.1980266507865224,7,193.53,11,0,0,OTP,0.8092578291360655,1,3,0.1397532026735986,2,2,0,0,0.8,7,1,21,0,0,0.8092578291360655,1,3,2,-6241.185,3,0.142836737608913,0.3333174610732822,0.6442780170132643,0.4764733241513223
46054,1817,25834,700,2024-03-13 02:39:00,4648.37,UPI,0,Gaming,0.7392590366160954,0.5261333125746417,10,7900.77,9,1,0,PIN,0.9836033748929044,1,4,0.1269594934396204,2,2,0,0,0.8333333333333334,10,2,30,0,0,0.9836033748929044,1,4,2,-5541.06,2,0.19998000199980004,0.3333222225925802,0.508609613824491,0.37799476072479665
38711,1058,20341,620,2024-03-13 02:40:00,15199.33,WALLET,0,Utilities,0.910923776,0.9281140522181796,11,3251.69,3,0,0,PIN,0.4859264362077048,0,2,0.0448412771430708,2,2,0,1,0.6666666666666666,11,2,33,0,0,0.4859264362077048,1,2,2,6659.551111111112,8,0.181801654395055,0.3333232326293143,0.4299559111183116,0.3177282228631988
34129,1979,22645,581,2024-03-13 02:40:00,17908.95,UPI,0,Gaming,0.4828765357354948,0.5098558674520458,6,8032.21,11,0,0,3DS,0.8991834615266117,2,0,0.092514072,2,2,0,0,0.6666666666666666,6,1,18,0,0,0.8991834615266117,1,0,2,7813.245882352941,5,0.16663889351774702,0.3333148158435642,0.3947279349635726,0.4100018140282141
44611,4978,24019,568,2024-03-13 02:45:00,18891.43,WALLET,0,Gaming,0.157293842359611,0.1651106279350652,3,3233.29,10,1,0,OTP,0.9317517582408712,1,0,0.057195607,2,2,0,0,0.5,3,0,9,0,0,0.9317517582408712,1,0,2,6129.828888888889,10,0.0,0.33329630041106545,0.3256051485208703,0.18281790746550225
3231,4364,28368,567,2024-03-13 02:50:00,1987.01,UPI,0,Travel,0.4394106531785883,0.8144322016995709,7,567.26,11,0,0,PIN,0.7600030556419349,2,0,0.026778251,2,2,0,0,0.6666666666666666,7,1,21,0,0,0.7600030556419349,1,0,2,-7547.046,7,0.142836737608913,0.3333174610732822,0.30762573914699565,0.3468717655241769
3514,1564,22417,514,2024-03-13 02:51:00,12267.21,UPI,0,Grocery,0.7002187379726902,0.1382932813821301,8,14554.17,2,0,0,NONE,0.8461186072108411,1,1,0.083213177,2,2,0,0,0.6666666666666666,8,1,24,0,0,0.8461186072108411,1,1,2,2455.256363636363,7,0.1249843769528809,0.333319445023124,0.5323829338487144,0.4079501192282075
17635,3195,28219,779,2024-03-13 02:54:00,18096.61,CARD,0,Travel,0.038880024,0.5617740218813272,8,14255.07,5,0,0,OTP,0.4876071425184169,1,3,0.055771016,2,2,0,0,0.8,8,1,24,0,0,0.4876071425184169,1,3,2,8564.11642857143,6,0.1249843769528809,0.333319445023124,0.2704634060237346,0.13084879200391597
